DT.NFL.UNAI.CD,DT.ODA.OATL.CD,DC.DAC.USAL.CD,DC.DAC.TOTL.CD,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,SP.POP.DPND.YG,SH.CON.1524.FE.ZS,SH.CON.1524.MA.ZS,per_si_allsi.cov_pop_tot,per_sa_allsa.cov_pop_tot,per_lm_alllm.cov_pop_tot,SE.SEC.CUAT.LO.ZS,SE.SEC.CUAT.LO.FE.ZS,SE.SEC.CUAT.LO.MA.ZS,SE.PRM.CUAT.FE.ZS,SE.PRM.CUAT.MA.ZS,SE.PRM.CUAT.ZS,SH.HIV.INCD.ZS,IT.NET.USER.ZS,SL.TLF.CACT.FE.ZS,SL.TLF.CACT.MA.ZS,SP.POP.TOTL,SL.UEM.TOTL.ZS,Time.Code,SH.STA.MMRT,SP.DYN.IMRT.IN,SP.DYN.LE00.FE.IN,SP.DYN.LE00.MA.IN,SP.DYN.LE00.IN,WBcode,WBname,COWabb,COWcode,COWname,Income,MENA,year,polity2,durable,United Nations,United States,Joint United Nations Programme on HIV/AIDS (UNAIDS),United Nations Children`s Fund (UNICEF),United Nations Democracy Fund (UNDEF),United Nations Development Programme (UNDP),United Nations Economic Commission for Europe (UNECE),United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP),United Nations Economic and Social Commission for Western Asia (UNESCWA),United Nations High Commissioner for Refugees (UNHCR),United Nations Peacebuilding Fund (UNPBF),United Nations Population Fund (UNFPA),United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),Family planning,General health including reproductive health,Other,Reproductive health care,STD/HIV/AIDS,Women in development,Womens equality organizations and institutions,Womens Aid,United Nations-Family planning,United Nations-General health including reproductive health,United Nations-Other,United Nations-Reproductive health care,United Nations-STD/HIV/AIDS,United Nations-Women in development,United Nations-Womens equality organizations and institutions,United States-Family planning,United States-General health including reproductive health,United States-Other,United States-Reproductive health care,United States-STD/HIV/AIDS,United States-Women in development,United States-Womens equality organizations and institutions,United Nations-Womens Aid,United States-Womens Aid,AIDname
,,3054950000,6294060000,17930239400,6.113685169,603.5370231,94.08565158,,,,8.820582327,,,,,,,,0.01,5,16.95000076,83.9280014,29708599,8.199999809,YR2011,536,63.3,62.924,60.484,61.6742439,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2011.0,,0.0,59636492.0,2503754121.0,0.0,38655078.0,0.0,14676084.0,0.0,0.0,0.0,0.0,0.0,6305330.0,0.0,0.0,17000000.0,2501728051.0,44101944.0,560495.0,123.0,0.0,61662562.0,0.0,0.0,53193663.0,6220632.0,222074.0,123.0,0.0,0.0,17000000.0,2448534388.0,37881312.0,338421.0,0.0,0.0,6442829.0,55219733.0,Afghanistan
,,2714090000,5858490000,20536542737,14.43474129,669.0090509,91.85569479,,,,,,,,,,,,0.01,5.454545455,17.50799942,83.84100342,30696958,8.180000305,YR2012,496,61,63.354,60.892,62.09297561,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2012.0,,0.0,55997018.0,3140768915.0,0.0,34974856.0,0.0,14725539.0,0.0,0.0,0.0,0.0,0.0,6296623.0,0.0,20439213.0,3440175.0,3075938628.0,96499025.0,287549.0,161343.0,0.0,120827305.0,871845.0,0.0,52560924.0,2370636.0,32270.0,161343.0,0.0,19567368.0,3440175.0,3023377704.0,94128389.0,255279.0,0.0,0.0,3436094.0,117391211.0,Afghanistan
,,1694070000,4508800000,20046334304,1.959122893,631.7449706,89.30634099,,,,,,,,,,,,0.01,5.9,18.1760006,83.76000214,31731688,8.357000351,YR2013,459,58.8,63.778,61.286,62.50160976,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2013.0,,0.0,52029749.0,2356889142.0,0.0,32814376.0,0.0,12969803.0,0.0,0.0,0.0,0.0,0.0,6245570.0,0.0,7872685.0,0.0,2381431215.0,19583097.0,31894.0,0.0,0.0,27487676.0,770813.0,0.0,47628143.0,3599488.0,31305.0,0.0,0.0,7101872.0,0.0,2333803072.0,15983609.0,589.0,0.0,0.0,4401606.0,23086070.0,Afghanistan
,,1928080000,4384320000,20050189882,1.312530908,612.0696514,86.66928666,,,,,,,,,,,,0.01,7,18.91300011,83.69400024,32758020,8.449000359,YR2014,425,56.8,64.197,61.67,62.90268293,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2014.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1631470000,3778270000,19702986341,1.112557519,584.0259021,84.06245884,,,,,,,,,,,,0.01,8.26,19.0510006,83.64600372,33736494,8.515999794,YR2015,396,54.9,64.613,62.046,63.29819512,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2015.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,19469022208,2.232271773,561.7787463,81.82912453,,,,,,,,,,,,0.01,10.59572642,19.19300079,83.59200287,34656032,8.539999962,YR2016,,53.2,,,,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,2016.0,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,19.33799934,83.55400085,,8.623999596,YR2017,,,,,,AFG,Afghanistan,AFG,700.0,Afghanistan,Low,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,73.76730388,,,,,,,,,,,,,,,,1608800,,YR1960,,,63.247,61.309,62.25436585,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1960.0,-9.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,74.98083412,,,,,,,,,,,,,,,,1659800,,YR1961,,,64.325,62.272,63.27346341,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1961.0,-9.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,76.17056611,,,,,,,,,,,,,,,,1711319,,YR1962,,,65.261,63.117,64.16285366,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1962.0,-9.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,77.24355737,,,,,,,,,,,,,,,,1762621,,YR1963,,,66.017,63.811,64.88709756,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1963.0,-9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,78.01046794,,,,,,,,,,,,,,,,1814135,,YR1964,,,66.585,64.346,65.43819512,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1964.0,-9.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,78.34732213,,,,,,,,,,,,,,,,1864791,,YR1965,,,66.987,64.723,65.82739024,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1965.0,-9.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,78.63747103,,,,,,,,,,,,,,,,1914573,,YR1966,,,67.273,64.962,66.08931707,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1966.0,-9.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,78.39722724,,,,,,,,,,,,,,,,1965598,,YR1967,,,67.517,65.116,66.28721951,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1967.0,-9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,77.75131271,,,,,,,,,,,,,,,,2022272,,YR1968,,,67.779,65.233,66.47495122,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1968.0,-9.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,76.8866436,,,,,,,,,,,,,,,,2081695,,YR1969,,,68.084,65.346,66.68160976,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1969.0,-9.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,75.90442363,,,,,,,,,,,,,,,,2135479,,YR1970,,,68.441,65.496,66.93258537,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1970.0,-9.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,74.69210812,,,,,,,,,,,,,,,,2187853,,YR1971,,,68.84,65.714,67.23887805,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1971.0,-9.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,73.52936617,,,,,,,,,,,,,,,,2243126,,YR1972,,,69.247,66.004,67.58595122,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1972.0,-9.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,72.30730035,,,,,,,,,,,,,,,,2296752,,YR1973,,,69.64,66.356,67.95795122,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1973.0,-9.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,70.8843431,,,,,,,,,,,,,,,,2350124,,YR1974,,,70.014,66.762,68.34834146,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1974.0,-9.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,69.23537154,,,,,,,,,,,,,,,,2404831,,YR1975,,,70.37,67.19,68.74121951,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1975.0,-9.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,67.79647592,,,,,,,,,,,,,,,,2458526,,YR1976,,,70.711,67.596,69.1155122,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1976.0,-9.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,66.09897287,,,,,,,,,,,,,,,,2513546,,YR1977,,,71.045,67.943,69.45617073,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1977.0,-9.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,64.30985579,,,,,,,,,,,,,,,,2566266,,YR1978,,72.7,71.382,68.204,69.7542439,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1978.0,-9.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62.64238665,,,,,,,,,,,,,,,,2617832,,YR1979,,68,71.725,68.376,70.00965854,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1979.0,-9.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,61.18970948,,,,,,,,,,,,,,,,2671997,,YR1980,,63.4,72.085,68.475,70.23597561,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1980.0,-9.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.745635292,,59.89307662,,,,,,,,,,,,,,,,2726056,,YR1981,,59.1,72.472,68.533,70.45446341,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1981.0,-9.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2.948596802,,58.77761315,,,,,,,,,,,,,,,,2784278,,YR1982,,55.4,72.885,68.59,70.68512195,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1982.0,-9.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.104938262,,57.80031055,,,,,,,,,,,,,,,,2843960,,YR1983,,51.7,73.315,68.673,70.93739024,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1983.0,-9.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1924242453,-1.251596645,662.5200523,56.9020914,,,,,,,,,,,,,,,,2904429,,YR1984,,48.4,73.746,68.788,71.20653659,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1984.0,-9.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1965384586,1.78064396,662.9147926,56.07289826,,,,,,,,,,,,,,,,2964762,,YR1985,,45.3,74.15,68.92,71.47121951,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1985.0,-9.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2173750013,5.637243178,719.1572957,55.37406566,,,,,,,,,,,,,,,,3022635,,YR1986,,42.5,74.488,69.04,71.69756098,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1986.0,-9.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2156624900,-0.787842655,699.3842921,54.78347167,,,,,,,,,,,,,,,,3083605,,YR1987,,40.1,74.741,69.12,71.86195122,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1987.0,-9.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3440000,2126000000,-1.420039655,676.5667325,54.2527941,,,,,,,,,,,,,,,,3142336,,YR1988,,38,74.902,69.145,71.95329268,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1988.0,-9.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7320000,2335124988,9.83654897,723.4096102,53.66686739,,,,,,,,,,,,,,,,3227943,,YR1989,,36.2,74.978,69.122,71.97858537,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1989.0,-9.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9020000,2101624963,-9.575640169,639.4638993,52.90468566,,,,,,,,,,,,0.01,0,53.15499878,74.67099762,3286542,,YR1990,71,34.7,74.992,69.07,71.95878049,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1990.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,321920000,1139166646,-29.5889977,348.7113178,53.3266437,,,,,,,,,,,,0.01,,54.57400131,75.25299835,3266790,13.21000004,YR1991,69,33.3,74.981,69.017,71.92626829,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1991.0,1.0,0.0,0.0,788477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788477.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania
,,28000000,384320000,709452583.9,-7.199999986,218.4921659,53.59144331,,,,,,,,,,,,0.01,,54.73600006,75.20999908,3247039,14.23600006,YR1992,65,32.1,74.985,68.997,71.91797561,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1992.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29000000,212680000,1228071038,9.600000045,380.5273711,53.66836121,,,,,,,,,,,,0.01,,54.22200012,74.98100281,3227287,15.56499958,YR1993,63,31,75.039,69.037,71.96480488,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1993.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10000000,100540000,1985673798,8.29999998,619.0651634,53.64479077,,,,,,,,,,,,0.01,,53.70800018,74.59700012,3207536,15.35099983,YR1994,49,30,75.158,69.15,72.08073171,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1994.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8000000,113200000,2424499009,13.29999999,760.5593758,53.62058974,,,,,,,,,,,,0.01,0.011168695,52.95700073,73.93800354,3187784,14.71100044,YR1995,53,28.9,75.352,69.347,72.27626829,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1995.0,5.0,3.0,0.0,41656154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41656154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41656154.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania
,,17000000,181240000,3314898292,9.100000008,1046.358511,52.42761298,,,,,,,,,,,,0.01,0.032196828,52.51599884,73.83399963,3168033,14.40499973,YR1996,50,27.7,75.618,69.631,72.5514878,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1996.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6000000,139510000,2359903108,-10.83785574,749.584649,51.37731599,,,,,,,,,,,,0.01,0.048593919,52.97100067,74.3219986,3148281,13.45499992,YR1997,51,26.6,75.931,69.982,72.88395122,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1997.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14170000,179210000,2707123772,9.00885254,865.3021618,50.41633582,,,,,,,,,,,,0.01,0.06502737,52.39699936,74.09200287,3128530,14.22999954,YR1998,46,25.4,76.269,70.376,73.25063415,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1998.0,5.0,1.0,0.0,37189070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35863398.0,1325672.0,0.0,0.0,0.0,1325672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35863398.0,1325672.0,0.0,0.0,0.0,0.0,1325672.0,Albania
,,23760000,369530000,3414760915,13.50117338,1098.425463,49.42106538,,,,,,,,,,,,0.01,0.081437045,51.90299988,73.83599854,3108778,14.53600025,YR1999,42,24.2,76.616,70.797,73.63553659,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,1999.0,5.0,2.0,3882695.0,85888294.0,0.0,0.0,0.0,3882695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489500.0,0.0,89238599.0,0.0,0.0,42890.0,0.0,532390.0,0.0,0.0,3839805.0,0.0,0.0,42890.0,0.0,489500.0,0.0,85398794.0,0.0,0.0,0.0,0.0,42890.0,489500.0,Albania
,,44720000,228990000,3632043908,6.666620499,1175.788981,48.2958197,,,,,,,,,,,,0.01,0.114097347,51.50400162,73.58100128,3089027,14.14799976,YR2000,43,23.1,76.953,71.215,74.01402439,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2000.0,5.0,3.0,1881366.0,85957083.0,0.0,1881366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63884.0,0.0,87774565.0,0.0,0.0,0.0,0.0,63884.0,0.0,0.0,1881366.0,0.0,0.0,0.0,0.0,63884.0,0.0,85893199.0,0.0,0.0,0.0,0.0,0.0,63884.0,Albania
,,42260000,214350000,4060758804,7.940331425,1326.970339,46.94190989,,,,,,75.73404694,70.99655151,80.57055664,88.01960754,94.84628296,91.39765167,0.01,0.325798377,50.98899841,73.03900146,3060173,22.68000031,YR2001,40,22,77.264,71.6,74.36292683,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2001.0,5.0,4.0,1661007.0,65585832.0,0.0,930493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730514.0,0.0,326263.0,0.0,64437504.0,2031719.0,451353.0,0.0,0.0,2809335.0,326263.0,0.0,850783.0,32608.0,451353.0,0.0,0.0,0.0,0.0,63586721.0,1999111.0,0.0,0.0,0.0,810224.0,1999111.0,Albania
,,61790000,207800000,4435078648,4.231371018,1453.642777,45.46352464,,,,,,,,,,,,0.01,0.390081273,50.63999939,72.60700226,3051010,14.84599972,YR2002,37,20.9,77.541,71.937,74.67065854,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2002.0,7.0,5.0,1687100.0,58768164.0,0.0,1109683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577417.0,0.0,155522.0,0.0,60050514.0,0.0,249228.0,0.0,0.0,404750.0,155522.0,0.0,1282350.0,0.0,249228.0,0.0,0.0,0.0,0.0,58768164.0,0.0,0.0,0.0,0.0,404750.0,0.0,Albania
,,39990000,264280000,5746945913,5.773490561,1890.681557,43.88935408,,,,,,,,,,,,0.01,0.971900415,49.59700012,71.25099945,3039616,13.94999981,YR2003,35,20,77.782,72.223,74.93470732,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2003.0,7.0,6.0,1920917.0,53008234.0,0.0,1449081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471836.0,0.0,0.0,0.0,53650526.0,193684.0,1084941.0,0.0,0.0,1278625.0,0.0,0.0,1485241.0,193684.0,241992.0,0.0,0.0,0.0,0.0,52165285.0,0.0,842949.0,0.0,0.0,435676.0,842949.0,Albania
,,40310000,216400000,7314865176,5.709556596,2416.588235,42.2927555,,,,,,,,,,,,0.01,2.420387798,48.56399918,69.875,3026939,13.91399956,YR2004,31,19,77.988,72.461,75.15709756,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2004.0,7.0,7.0,4615084.0,46527319.0,91811.0,1366724.0,0.0,2736309.0,0.0,0.0,0.0,0.0,0.0,420240.0,0.0,33389.0,0.0,50041599.0,320635.0,746780.0,0.0,0.0,1100804.0,33389.0,0.0,4128008.0,320635.0,133052.0,0.0,0.0,0.0,0.0,45913591.0,0.0,613728.0,0.0,0.0,487076.0,613728.0,Albania
80000,,36030000,257920000,8158548717,5.720819947,2709.142931,40.71301095,,,,,,,,,,,,0.01,6.043890864,47.56499863,68.51499939,3011487,13.83199978,YR2005,30,18.2,78.17,72.678,75.35702439,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2005.0,9.0,8.0,4345631.0,46603993.0,91109.0,1886213.0,0.0,1995131.0,0.0,0.0,0.0,0.0,0.0,373178.0,0.0,0.0,0.0,49900716.0,338500.0,710408.0,0.0,0.0,1048908.0,0.0,0.0,3930398.0,304492.0,110741.0,0.0,0.0,0.0,0.0,45970318.0,34008.0,599667.0,0.0,0.0,415233.0,633675.0,Albania
60000,,40580000,265710000,8992642349,5.431012739,3005.012903,38.98949131,,,,,,,,,,,,0.01,9.609991316,46.78300095,67.31700134,2992547,13.05599976,YR2006,29,17.4,78.344,72.911,75.5612439,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2006.0,9.0,9.0,4525495.0,44445729.0,67383.0,1330664.0,0.0,2772639.0,0.0,0.0,0.0,0.0,0.0,354809.0,0.0,26010.0,0.0,47853913.0,230405.0,860896.0,0.0,0.0,1117311.0,26010.0,0.0,3843033.0,230405.0,426047.0,0.0,0.0,0.0,0.0,44010880.0,0.0,434849.0,0.0,0.0,682462.0,434849.0,Albania
100000,,32120000,256520000,10701011897,5.9,3603.013685,37.45235696,,,,,,,,,,,,0.01,15.03611541,46.0719986,66.21299744,2970017,13.5,YR2007,30,16.7,78.528,73.192,75.79492683,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2007.0,9.0,10.0,4317154.0,25897621.0,105619.0,1599336.0,0.0,2231174.0,0.0,0.0,0.0,0.0,0.0,381025.0,0.0,2298125.0,0.0,26316878.0,983862.0,615360.0,0.0,550.0,3897897.0,0.0,0.0,3839105.0,313251.0,164248.0,0.0,550.0,2298125.0,0.0,22477773.0,670611.0,451112.0,0.0,0.0,478049.0,3419848.0,Albania
100000,,35890000,329300000,12881352688,7.529999989,4370.539647,36.05091872,,,45.9388083,32.67408536,6.042019633,81.73378754,78.76184845,85.03381348,90.08296204,94.96308136,92.39537811,0.01,23.86,45.39599991,65.19100189,2947314,13,YR2008,30,16,78.733,73.539,76.07265854,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2008.0,9.0,11.0,2877783.0,42926368.0,101585.0,791284.0,313533.0,1107174.0,0.0,0.0,0.0,0.0,0.0,564207.0,0.0,2894412.0,0.0,41850370.0,873553.0,115825.0,69991.0,0.0,3953781.0,0.0,0.0,2355546.0,346590.0,107657.0,67990.0,0.0,2894412.0,0.0,39494824.0,526963.0,8168.0,2001.0,0.0,522237.0,3431544.0,Albania
,,33000000,316180000,12044212904,3.350000009,4114.136545,34.76746726,12.6,49.8,,,,,,,,,,0.01,41.2,44.72600174,64.24299622,2927519,13.76000023,YR2009,30,15.4,78.962,73.95,76.39487805,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2009.0,9.0,12.0,2474489.0,32069101.0,0.0,1027204.0,193824.0,695625.0,0.0,0.0,0.0,0.0,0.0,557836.0,0.0,724475.0,0.0,32511073.0,1281808.0,26234.0,0.0,0.0,2032517.0,0.0,0.0,2138796.0,329641.0,6052.0,0.0,0.0,724475.0,0.0,30372277.0,952167.0,20182.0,0.0,0.0,335693.0,1696824.0,Albania
80000,,28400000,301140000,11926953259,3.709999994,4094.358832,33.60232196,,,,,,,,,,,,0.01,45,44.12099838,63.59600067,2913021,14.19999981,YR2010,30,14.8,79.209,74.404,76.74790244,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2010.0,9.0,13.0,2271672.0,33404480.0,79898.0,795986.0,0.0,800259.0,0.0,0.0,0.0,0.0,0.0,595529.0,0.0,0.0,1479890.0,33684366.0,304966.0,202484.0,0.0,4446.0,1991786.0,0.0,0.0,1866354.0,304966.0,100352.0,0.0,0.0,0.0,1479890.0,31818012.0,0.0,102132.0,0.0,4446.0,405318.0,1586468.0,Albania
,,24470000,333990000,12890867539,2.550000005,4437.178068,31.7314697,,,,,,85.22621918,82.15252686,88.41181946,94.43134308,97.31516266,95.84747314,0.01,49,43.17599869,62.8429985,2905195,13.97700024,YR2011,30,14.3,79.462,74.867,77.10846341,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2011.0,9.0,14.0,2101365.0,27535729.0,0.0,759831.0,0.0,474634.0,0.0,0.0,0.0,248500.0,0.0,618400.0,0.0,613000.0,528000.0,27272782.0,1172580.0,39409.0,11323.0,0.0,2364312.0,0.0,0.0,1678053.0,372580.0,39409.0,11323.0,0.0,613000.0,528000.0,25594729.0,800000.0,0.0,0.0,0.0,423312.0,1941000.0,Albania
,,20360000,285350000,12319784787,1.419999998,4247.614308,30.05522708,,,36.25506315,19.08167238,14.22281161,87.21489716,85.21604156,89.42938232,94.2600174,96.89141846,95.50839233,0.01,54.65595904,42.24000168,62.10800171,2900401,13.43799973,YR2012,30,13.8,79.705,75.299,77.44826829,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2012.0,9.0,15.0,1952237.0,31174607.0,0.0,732624.0,0.0,525116.0,16445.0,0.0,0.0,0.0,0.0,678052.0,0.0,6039.0,0.0,32999422.0,91063.0,22523.0,7797.0,0.0,127422.0,6039.0,0.0,1824815.0,91063.0,22523.0,7797.0,0.0,0.0,0.0,31174607.0,0.0,0.0,0.0,0.0,127422.0,0.0,Albania
,,21890000,214970000,12781029644,1.109999993,4414.72314,28.52715573,,,,,,,,,,,,0.01,57.2,41.32099915,61.3769989,2895092,15.64000034,YR2013,29,13.3,79.927,75.671,77.74709756,ALB,Albania,ALB,339.0,Albania,Upper-Middle,0.0,2013.0,9.0,16.0,1925210.0,21043571.0,0.0,959062.0,0.0,427330.0,838.0,0.0,0.0,0.0,0.0,537980.0,0.0,0.0,0.0,22671024.0,235963.0,61794.0,0.0,0.0,297757.0,0.0,0.0,1627453.0,235963.0,61794.0,0.0,0.0,0.0,0.0,21043571.0,0.0,0.0,0.0,0.0,297757.0,0.0,Albania
